"url","twitterUrl","id","text","retweetCount","replyCount","likeCount","quoteCount","createdAt","bookmarkCount","isRetweet","isQuote"
"https://x.com/awful_piper/status/1733898900589711647","https://twitter.com/awful_piper/status/1733898900589711647","1733898900589711647","_mecha #midjourney #AIart https://t.co/tkt3DpTWRW","0","0","2","0","Sun Dec 10 17:18:06 +0000 2023","0","false","false"
"https://x.com/TheRastrian/status/1733973985459630367","https://twitter.com/TheRastrian/status/1733973985459630367","1733973985459630367","acabei de descobrir que o nitro da trial do midjourney https://t.co/q1BxgGeM8X","0","0","4","0","Sun Dec 10 22:16:28 +0000 2023","0","false","false"
"https://x.com/strictly/status/1733686255962173518","https://twitter.com/strictly/status/1733686255962173518","1733686255962173518","@icreatelife ""cute"" #midjourney #ai #aiart https://t.co/EBR24QFoMm","0","0","6","0","Sun Dec 10 03:13:08 +0000 2023","0","false","false"
"https://x.com/lalanhope/status/1733692422645772666","https://twitter.com/lalanhope/status/1733692422645772666","1733692422645772666","Sabia que foto de IA era furada. Minha irmã que antes só me mandava música do The Rose e foto do Felix de cropped,  agora arrumou crush num jimin que só existe na imaginação do Midjourney","0","0","1","0","Sun Dec 10 03:37:38 +0000 2023","0","false","false"
"https://x.com/Irina18377967/status/1733951469798183112","https://twitter.com/Irina18377967/status/1733951469798183112","1733951469798183112","@OculusVision @midjourney Super SUPER","0","0","1","0","Sun Dec 10 20:47:00 +0000 2023","0","false","false"
"https://x.com/Sgusta215/status/1733883303185301568","https://twitter.com/Sgusta215/status/1733883303185301568","1733883303185301568","@fabio_idahc @MistoVerde @SrKuromi A ferramenta tá aí pra ajudar de alguma forma,como o ChatGPT,MidJourney...a ferramenta vai agregar na vida de alguém e vai ser bom alguma forma,querendo ou não.","0","1","0","0","Sun Dec 10 16:16:08 +0000 2023","0","false","false"
"https://x.com/Sgusta215/status/1733881627170779170","https://twitter.com/Sgusta215/status/1733881627170779170","1733881627170779170","@MistoVerde @fabio_idahc @SrKuromi A Disney já usou voz de IA na série do Obi Wan também.

E se não tem lei pra proibir IA,não é um crime usar IA,nenhum policial vai prender alguém por gerar uma imagem do Goku no MidJourney.","0","1","0","0","Sun Dec 10 16:09:28 +0000 2023","0","false","false"
"https://x.com/Sgusta215/status/1733974135234068693","https://twitter.com/Sgusta215/status/1733974135234068693","1733974135234068693","@fabio_idahc @LoboNulo @MistoVerde @SrKuromi @Depre_Art @TauzOficial Se a empresa quiser ela pode usar robô até antes da IA,pra fazer alguma coisa,ainda tem muito espaço pra profissionais,empresas que realmente valorizam arte nunca vão substituir os funcionários por MidJourney.","0","1","0","0","Sun Dec 10 22:17:04 +0000 2023","0","false","false"
"https://x.com/MarceloPhilos/status/1733829730711810053","https://twitter.com/MarceloPhilos/status/1733829730711810053","1733829730711810053","As 7 melhores IAs de 2023:
3. Copilot: veio para substituir a Cortana como assistente virtual nos produtos Microsoft. 
4. Midjourney: permite gerar imagens, desde fotografias realistas até ilustrações e logotipos, a partir de um simples comando textual.
#Tecnologia #iA","0","1","1","0","Sun Dec 10 12:43:15 +0000 2023","1","false","false"
"https://x.com/bancadadeleao/status/1733892389222097123","https://twitter.com/bancadadeleao/status/1733892389222097123","1733892389222097123","@MarcosTrindadeX Midjourney era amor...acho que não há gratuito agora, pois não?","0","1","1","0","Sun Dec 10 16:52:14 +0000 2023","0","false","false"
